,date,open,high,low,close,volume,average,barCount,ticker
113,2006-03-16,10.59,12.05,10.57,11.99,0,0.0,1556,VIX
114,2006-03-17,11.56,12.2,11.53,12.11,0,0.0,1556,VIX
115,2006-03-20,11.23,12.21,11.13,11.81,0,0.0,1556,VIX
116,2006-03-21,11.71,11.89,11.17,11.6,0,0.0,1554,VIX
117,2006-03-22,11.71,11.79,11.2,11.27,0,0.0,1556,VIX
118,2006-03-23,11.19,11.57,11.11,11.2,0,0.0,1555,VIX
119,2006-03-24,11.23,11.48,11.13,11.15,0,0.0,1556,VIX
120,2006-03-27,11.46,11.72,11.41,11.45,0,0.0,1556,VIX
121,2006-03-28,11.69,11.9,11.38,11.57,0,0.0,1556,VIX
122,2006-03-29,11.46,11.57,10.79,10.92,0,0.0,1556,VIX
123,2006-03-30,11.03,11.73,10.7,11.52,0,0.0,1556,VIX
124,2006-03-31,11.42,11.65,11.27,11.59,0,0.0,1555,VIX
125,2006-04-03,11.47,11.62,11.03,11.54,0,0.0,1413,VIX
126,2006-04-04,11.66,11.8,11.09,11.18,0,0.0,1556,VIX
127,2006-04-05,11.24,11.36,11.06,11.14,0,0.0,1556,VIX
128,2006-04-06,11.34,11.74,11.25,11.58,0,0.0,1556,VIX
129,2006-04-07,11.44,12.3,11.2,12.3,0,0.0,1555,VIX
130,2006-04-10,12.44,12.49,12.04,12.28,0,0.0,1555,VIX
131,2006-04-11,12.09,13.06,12.06,13.0,0,0.0,1555,VIX
132,2006-04-12,13.08,13.9,12.66,12.75,0,0.0,1556,VIX
133,2006-04-13,12.93,13.0,12.28,12.32,0,0.0,1556,VIX
134,2006-04-17,12.8,13.02,12.27,12.65,0,0.0,1556,VIX
135,2006-04-18,12.55,12.55,11.38,11.38,0,0.0,1556,VIX
136,2006-04-19,11.52,11.8,11.23,11.29,0,0.0,1556,VIX
137,2006-04-20,11.3,11.67,11.02,11.63,0,0.0,1555,VIX
138,2006-04-21,11.24,11.98,11.19,11.62,0,0.0,1556,VIX
139,2006-04-24,12.26,12.42,11.67,11.73,0,0.0,1555,VIX
140,2006-04-25,11.71,12.19,11.59,11.91,0,0.0,1556,VIX
141,2006-04-26,11.76,11.79,11.34,11.67,0,0.0,1551,VIX
142,2006-04-27,12.27,12.52,11.55,11.88,0,0.0,1556,VIX
143,2006-04-28,12.13,12.13,11.42,11.72,0,0.0,1556,VIX
144,2006-05-22,18.55,19.62,16.73,17.5,0,0.0,1556,VIX
145,2006-05-23,16.7,17.21,15.36,17.16,0,0.0,1556,VIX
146,2006-05-24,17.87,19.87,17.13,17.47,0,0.0,1556,VIX
147,2006-05-25,16.67,16.67,15.31,15.5,0,0.0,1555,VIX
148,2006-05-26,14.92,15.04,14.28,14.32,0,0.0,1556,VIX
149,2006-05-30,15.39,18.55,15.39,18.55,0,0.0,1554,VIX
150,2006-05-31,18.09,18.09,16.44,16.44,0,0.0,1557,VIX
151,2006-06-01,16.47,16.56,14.5,14.59,0,0.0,1556,VIX
152,2006-06-02,14.17,14.97,13.92,14.24,0,0.0,1555,VIX
153,2006-06-05,14.97,17.14,14.97,17.05,0,0.0,1556,VIX
154,2006-06-06,16.72,18.56,16.65,17.39,0,0.0,1556,VIX
155,2006-06-07,15.83,17.81,15.83,17.81,0,0.0,1557,VIX
156,2006-06-08,22.59,22.59,17.88,18.13,0,0.0,1557,VIX
157,2006-06-09,17.9,18.45,17.07,18.01,0,0.0,1558,VIX
158,2006-06-12,18.13,21.03,17.89,21.03,0,0.0,1556,VIX
159,2006-06-13,20.95,23.35,20.27,23.35,0,0.0,1556,VIX
160,2006-06-14,23.45,23.49,21.62,21.68,0,0.0,1556,VIX
161,2006-06-15,21.05,21.14,15.65,16.04,0,0.0,1556,VIX
162,2006-06-16,16.56,18.13,16.52,16.93,0,0.0,1556,VIX
163,2006-06-19,16.06,18.1,15.73,17.66,0,0.0,1555,VIX
164,2006-06-20,17.52,17.65,16.39,17.02,0,0.0,1556,VIX
165,2006-06-21,16.67,16.72,14.88,15.59,0,0.0,1556,VIX
166,2006-06-22,15.95,16.66,15.56,15.89,0,0.0,1556,VIX
167,2006-06-23,16.41,16.58,14.94,15.95,0,0.0,1556,VIX
168,2006-06-26,16.55,16.61,15.5,15.51,0,0.0,1556,VIX
169,2006-06-27,15.58,16.55,15.27,16.38,0,0.0,1556,VIX
170,2006-06-28,16.02,17.0,15.85,15.98,0,0.0,1556,VIX
171,2006-06-29,15.28,15.3,12.96,13.04,0,0.0,1556,VIX
172,2006-06-30,12.9,13.47,12.74,13.22,0,0.0,1556,VIX
173,2006-07-03,13.29,13.51,12.77,12.96,0,0.0,836,VIX
174,2006-07-05,13.92,14.77,13.86,14.19,0,0.0,1555,VIX
175,2006-07-06,14.04,14.04,13.25,13.64,0,0.0,1555,VIX
176,2006-07-07,13.9,14.45,13.43,14.09,0,0.0,1556,VIX
177,2006-07-10,14.17,14.5,13.67,14.15,0,0.0,1555,VIX
178,2006-07-11,14.31,14.68,13.1,13.18,0,0.0,1556,VIX
179,2006-07-12,13.39,14.85,13.26,14.64,0,0.0,1556,VIX
180,2006-07-13,15.17,17.71,15.17,17.53,0,0.0,1556,VIX
181,2006-07-14,17.57,18.79,17.28,17.92,0,0.0,1556,VIX
182,2006-07-17,18.73,18.76,17.75,18.59,0,0.0,1127,VIX
183,2006-07-18,18.2,19.58,17.76,18.1,0,0.0,1245,VIX
184,2006-07-19,17.62,17.62,14.47,15.14,0,0.0,1196,VIX
185,2006-07-20,15.1,16.13,14.87,15.98,0,0.0,1129,VIX
186,2006-07-21,16.23,17.3,16.23,17.19,0,0.0,1246,VIX
187,2006-07-24,17.08,17.08,14.89,15.02,0,0.0,963,VIX
188,2006-07-25,15.44,15.68,14.31,14.64,0,0.0,1040,VIX
189,2006-07-26,23.33,23.37,14.09,14.55,0,0.0,916,VIX
190,2006-07-27,14.26,15.39,14.07,15.26,0,0.0,978,VIX
191,2006-07-28,14.73,14.75,14.06,14.4,0,0.0,843,VIX
192,2006-07-31,15.01,15.13,14.86,15.02,0,0.0,643,VIX
193,2006-08-01,15.49,16.15,15.03,15.09,0,0.0,731,VIX
194,2006-08-02,14.93,14.93,13.92,14.49,0,0.0,718,VIX
195,2006-08-03,15.1,15.19,14.2,14.57,0,0.0,727,VIX
196,2006-08-04,14.03,14.91,13.65,14.5,0,0.0,898,VIX
197,2006-08-07,14.98,15.53,14.97,15.31,0,0.0,571,VIX
198,2006-08-08,15.2,15.55,14.86,15.39,0,0.0,693,VIX
199,2006-08-09,14.76,15.41,14.07,15.28,0,0.0,855,VIX
200,2006-08-10,15.56,15.73,14.49,14.52,0,0.0,854,VIX
201,2006-08-11,14.72,14.85,14.42,14.47,0,0.0,792,VIX
202,2006-08-14,14.15,14.43,13.41,14.3,0,0.0,776,VIX
203,2006-08-15,13.57,13.72,13.15,13.34,0,0.0,751,VIX
204,2006-08-16,12.69,12.95,12.11,12.32,0,0.0,1003,VIX
205,2006-08-17,12.69,12.72,12.21,12.23,0,0.0,649,VIX
206,2006-08-18,12.11,12.52,11.57,11.7,0,0.0,689,VIX
207,2006-08-21,12.4,12.62,12.24,12.26,0,0.0,659,VIX
208,2006-08-22,12.42,12.42,11.93,12.16,0,0.0,704,VIX
209,2006-08-23,12.26,12.73,12.16,12.57,0,0.0,764,VIX
210,2006-08-24,12.24,12.58,12.21,12.28,0,0.0,772,VIX
211,2006-08-25,12.41,12.47,12.08,12.29,0,0.0,690,VIX
212,2006-08-28,12.92,12.92,12.07,12.18,0,0.0,669,VIX
213,2006-08-29,12.27,12.83,12.21,12.22,0,0.0,820,VIX
214,2006-08-30,12.14,12.35,12.1,12.18,0,0.0,686,VIX
215,2006-08-31,12.23,12.26,12.07,12.25,0,0.0,680,VIX
216,2006-09-01,12.14,12.33,11.91,11.97,0,0.0,599,VIX
217,2006-09-05,12.8,12.86,12.43,12.48,0,0.0,720,VIX
218,2006-09-06,13.06,13.88,13.06,13.76,0,0.0,810,VIX
219,2006-09-07,14.07,14.49,13.67,13.94,0,0.0,928,VIX
220,2006-09-08,13.79,13.8,13.05,13.09,0,0.0,837,VIX
221,2006-09-11,13.95,13.95,12.75,13.06,0,0.0,997,VIX
222,2006-09-12,13.04,13.14,11.55,11.91,0,0.0,895,VIX
223,2006-09-13,10.72,12.54,10.54,11.24,0,0.0,751,VIX
224,2006-09-14,11.36,12.02,10.74,11.58,0,0.0,907,VIX
225,2006-09-15,11.49,12.54,11.4,11.85,0,0.0,932,VIX
226,2006-09-18,12.28,12.41,11.58,11.78,0,0.0,709,VIX
227,2006-09-19,11.96,12.69,11.86,12.07,0,0.0,772,VIX
228,2006-09-20,11.75,11.75,11.34,11.51,0,0.0,662,VIX
229,2006-09-21,11.43,12.6,11.28,12.42,0,0.0,703,VIX
230,2006-09-22,12.47,13.28,12.47,12.71,0,0.0,700,VIX
231,2006-09-25,12.97,13.41,11.93,12.07,0,0.0,841,VIX
232,2006-09-26,12.23,12.23,11.52,11.54,0,0.0,734,VIX
233,2006-09-27,11.65,11.9,11.42,11.71,0,0.0,682,VIX
234,2006-09-28,11.64,12.06,11.59,11.75,0,0.0,622,VIX
235,2006-09-29,11.75,12.1,11.72,12.03,0,0.0,497,VIX
236,2006-10-02,12.45,12.72,12.11,12.56,0,0.0,540,VIX
237,2006-10-03,12.68,12.91,11.97,12.24,0,0.0,579,VIX
238,2006-10-04,12.64,12.64,11.62,11.84,0,0.0,702,VIX
239,2006-10-05,11.94,12.06,11.65,11.89,0,0.0,481,VIX
240,2006-10-06,11.99,12.17,11.59,11.59,0,0.0,526,VIX
241,2006-10-09,12.07,12.09,11.58,11.67,0,0.0,407,VIX
242,2006-10-10,11.77,11.89,11.47,11.58,0,0.0,497,VIX
243,2006-10-11,11.75,12.03,11.31,11.67,0,0.0,579,VIX
244,2006-10-12,11.5,11.51,11.09,11.14,0,0.0,534,VIX
245,2006-10-13,11.17,11.35,10.78,10.79,0,0.0,498,VIX
246,2006-10-16,11.07,11.2,10.91,11.05,0,0.0,456,VIX
247,2006-10-17,11.36,12.03,11.35,11.69,0,0.0,620,VIX
248,2006-10-18,11.44,11.83,11.34,11.41,0,0.0,665,VIX
249,2006-10-19,11.51,11.57,10.78,10.87,0,0.0,651,VIX
250,2006-10-20,11.06,11.23,10.44,10.57,0,0.0,547,VIX
251,2006-10-23,11.15,11.25,10.62,11.01,0,0.0,711,VIX
252,2006-10-24,11.25,11.27,10.8,10.81,0,0.0,664,VIX
253,2006-10-25,10.88,10.88,10.6,10.68,0,0.0,664,VIX
254,2006-10-26,10.56,10.96,10.47,10.51,0,0.0,709,VIX
255,2006-10-27,10.66,10.99,10.53,10.81,0,0.0,812,VIX
256,2006-10-30,11.36,11.43,10.92,11.2,0,0.0,759,VIX
257,2006-10-31,11.1,11.39,10.99,11.09,0,0.0,796,VIX
258,2006-11-01,10.93,11.68,10.89,11.49,0,0.0,875,VIX
259,2006-11-02,11.61,11.76,11.42,11.44,0,0.0,806,VIX
260,2006-11-03,11.16,11.43,10.34,11.13,0,0.0,864,VIX
261,2006-11-06,11.39,11.41,10.99,11.12,0,0.0,621,VIX
262,2006-11-07,11.06,11.19,10.87,11.16,0,0.0,714,VIX
263,2006-11-08,11.41,11.49,10.7,10.77,0,0.0,851,VIX
264,2006-11-09,10.65,11.07,10.57,11.04,0,0.0,795,VIX
265,2006-11-10,11.01,11.12,10.87,10.87,0,0.0,696,VIX
266,2006-11-13,11.19,11.26,10.69,10.88,0,0.0,747,VIX
267,2006-11-14,10.89,11.31,10.14,10.5,0,0.0,880,VIX
268,2006-11-15,10.47,10.61,10.13,10.36,0,0.0,701,VIX
269,2006-11-16,10.13,10.35,10.04,10.19,0,0.0,730,VIX
270,2006-11-17,10.37,10.48,10.05,10.07,0,0.0,698,VIX
271,2006-11-20,10.42,10.48,9.91,10.0,0,0.0,853,VIX
272,2006-11-21,10.05,10.06,9.84,9.88,0,0.0,593,VIX
273,2006-11-22,10.02,10.15,9.81,10.09,0,0.0,679,VIX
274,2006-11-24,10.81,10.86,10.56,10.68,0,0.0,371,VIX
275,2006-11-27,11.26,12.33,11.14,12.23,0,0.0,1010,VIX
276,2006-11-28,12.48,12.55,11.56,11.63,0,0.0,1013,VIX
277,2006-11-29,11.41,11.43,10.67,10.77,0,0.0,868,VIX
278,2006-11-30,10.88,11.3,10.58,10.93,0,0.0,1025,VIX
279,2006-12-01,11.07,12.28,10.96,11.78,0,0.0,1075,VIX
280,2006-12-04,12.01,12.01,10.98,11.23,0,0.0,903,VIX
281,2006-12-05,11.13,11.59,10.85,11.31,0,0.0,893,VIX
282,2006-12-06,11.39,11.55,11.19,11.36,0,0.0,867,VIX
283,2006-12-07,11.35,12.46,11.17,12.42,0,0.0,930,VIX
284,2006-12-08,12.58,12.67,11.91,12.08,0,0.0,927,VIX
285,2006-12-11,11.88,11.93,10.75,10.77,0,0.0,857,VIX
286,2006-12-12,11.2,11.39,10.35,10.74,0,0.0,956,VIX
287,2006-12-13,10.45,10.58,10.22,10.29,0,0.0,933,VIX
288,2006-12-14,10.74,10.75,9.64,9.93,0,0.0,899,VIX
289,2006-12-15,9.68,10.07,9.39,10.05,0,0.0,846,VIX
290,2006-12-18,8.6,10.91,8.6,10.64,0,0.0,832,VIX
291,2006-12-19,11.06,11.31,10.28,10.31,0,0.0,683,VIX
292,2006-12-20,10.3,10.33,10.03,10.28,0,0.0,548,VIX
293,2006-12-21,10.36,10.89,10.13,10.55,0,0.0,722,VIX
294,2006-12-22,10.59,11.46,10.59,11.18,0,0.0,715,VIX
295,2006-12-26,12.03,12.03,11.27,11.28,0,0.0,414,VIX
296,2006-12-27,11.12,11.12,10.59,10.63,0,0.0,439,VIX
297,2006-12-28,10.84,11.06,10.73,10.97,0,0.0,500,VIX
298,2006-12-29,10.95,11.65,10.71,11.61,0,0.0,465,VIX
299,2007-01-03,12.16,12.75,11.53,12.03,0,0.0,774,VIX
300,2007-01-04,12.4,12.42,11.28,11.62,0,0.0,619,VIX
301,2007-01-05,11.84,12.25,11.68,12.06,0,0.0,871,VIX
302,2007-01-08,12.48,12.83,11.78,12.09,0,0.0,870,VIX
303,2007-01-09,11.86,12.47,11.69,11.96,0,0.0,911,VIX
304,2007-01-10,12.34,12.5,11.43,11.57,0,0.0,845,VIX
305,2007-01-11,11.42,11.48,10.5,10.75,0,0.0,706,VIX
306,2007-01-12,10.93,10.93,10.21,10.27,0,0.0,663,VIX
307,2007-01-16,10.64,10.89,10.4,10.65,0,0.0,670,VIX
308,2007-01-17,10.9,10.9,10.35,10.65,0,0.0,777,VIX
309,2007-01-18,10.65,11.04,10.45,10.88,0,0.0,748,VIX
310,2007-01-19,10.8,11.03,10.24,10.37,0,0.0,697,VIX
311,2007-01-22,10.77,11.08,10.62,10.84,0,0.0,919,VIX
312,2007-01-23,26.59,27.32,10.22,10.44,0,0.0,808,VIX
313,2007-01-24,10.41,10.41,9.87,9.88,0,0.0,750,VIX
314,2007-01-25,9.99,11.38,9.95,11.21,0,0.0,948,VIX
315,2007-01-26,10.95,11.6,10.92,11.13,0,0.0,1008,VIX
316,2007-01-29,11.5,11.6,10.92,11.42,0,0.0,1004,VIX
317,2007-01-30,11.28,11.49,10.98,11.0,0,0.0,887,VIX
318,2007-01-31,11.09,11.26,10.27,10.44,0,0.0,889,VIX
319,2007-02-01,10.32,10.43,10.14,10.32,0,0.0,794,VIX
320,2007-02-02,10.3,10.36,9.96,10.08,0,0.0,630,VIX
321,2007-02-05,10.53,10.7,10.44,10.68,0,0.0,703,VIX
322,2007-02-06,10.55,10.88,10.45,10.47,0,0.0,834,VIX
323,2007-02-07,10.31,10.56,10.24,10.37,0,0.0,750,VIX
324,2007-02-08,10.49,10.91,10.4,10.49,0,0.0,676,VIX
325,2007-02-09,10.42,11.56,10.25,11.18,0,0.0,884,VIX
326,2007-02-12,11.33,11.88,11.3,11.66,0,0.0,936,VIX
327,2007-02-13,11.42,11.42,10.33,10.39,0,0.0,892,VIX
328,2007-02-14,10.19,10.26,9.7,10.25,0,0.0,672,VIX
329,2007-02-15,10.28,10.32,10.05,10.24,0,0.0,602,VIX
330,2007-02-16,10.42,10.44,9.98,9.98,0,0.0,557,VIX
331,2007-02-20,10.62,10.72,10.14,10.22,0,0.0,543,VIX
332,2007-02-21,10.48,10.53,10.17,10.21,0,0.0,510,VIX
333,2007-02-22,10.23,10.52,10.01,10.24,0,0.0,611,VIX
334,2007-02-23,10.41,10.7,10.36,10.56,0,0.0,620,VIX
335,2007-02-26,10.59,11.44,10.52,11.16,0,0.0,577,VIX
336,2007-02-27,12.12,18.94,12.1,17.87,0,0.0,1066,VIX
337,2007-02-28,17.21,17.28,14.5,15.55,0,0.0,1092,VIX
338,2007-03-01,17.76,19.4,15.36,15.71,0,0.0,1144,VIX
339,2007-03-02,16.7,18.51,12.48,18.31,0,0.0,1174,VIX
340,2007-03-05,20.4,20.41,18.13,19.21,0,0.0,1157,VIX
341,2007-03-06,18.31,18.34,15.76,15.96,0,0.0,985,VIX
342,2007-03-07,16.25,16.27,14.52,15.26,0,0.0,890,VIX
343,2007-03-08,14.34,14.7,13.48,14.39,0,0.0,854,VIX
344,2007-03-09,13.7,14.62,13.67,14.15,0,0.0,930,VIX
345,2007-03-12,14.96,14.96,13.76,14.05,0,0.0,675,VIX
346,2007-03-13,14.87,18.42,14.6,18.35,0,0.0,1087,VIX
347,2007-03-14,17.63,21.25,16.75,17.49,0,0.0,1285,VIX
348,2007-03-15,16.91,16.91,15.27,16.29,0,0.0,1078,VIX
349,2007-03-16,15.38,17.71,15.29,16.89,0,0.0,1017,VIX
350,2007-03-19,15.82,15.82,14.62,14.83,0,0.0,1075,VIX
351,2007-03-20,15.01,15.16,13.27,13.32,0,0.0,1124,VIX
352,2007-03-21,13.27,13.67,11.21,12.22,0,0.0,1053,VIX
353,2007-03-22,12.29,12.9,12.04,12.84,0,0.0,975,VIX
354,2007-03-23,13.13,13.18,12.46,12.93,0,0.0,989,VIX
355,2007-03-26,13.39,14.7,12.91,12.93,0,0.0,1122,VIX
356,2007-03-27,13.35,13.9,13.35,13.59,0,0.0,1022,VIX
357,2007-03-28,14.28,15.51,14.22,15.17,0,0.0,1171,VIX
358,2007-03-29,14.45,16.05,14.34,15.02,0,0.0,1143,VIX
359,2007-03-30,14.94,15.82,14.14,14.78,0,0.0,1167,VIX
360,2007-04-02,14.91,15.46,14.4,14.48,0,0.0,1030,VIX
361,2007-04-03,14.02,14.06,12.81,13.55,0,0.0,986,VIX
362,2007-04-04,13.82,13.91,13.2,13.27,0,0.0,1013,VIX
363,2007-04-05,13.57,13.66,12.69,13.18,0,0.0,898,VIX
364,2007-04-09,13.26,13.56,12.89,13.18,0,0.0,949,VIX
365,2007-04-10,13.33,13.33,12.56,12.59,0,0.0,970,VIX
366,2007-04-11,12.72,14.08,12.72,13.59,0,0.0,1018,VIX
367,2007-04-12,13.65,14.15,12.58,12.64,0,0.0,1026,VIX
368,2007-04-13,12.67,13.0,12.13,12.3,0,0.0,948,VIX
369,2007-04-16,11.86,12.1,11.46,11.88,0,0.0,978,VIX
370,2007-04-17,11.7,12.17,11.5,12.15,0,0.0,1012,VIX
